file,code,priority,tradition,tradition_source,stage,role,axis_t,axis_r,axis_m,axis_g,axis_q
十字架上的魔鬼.md,R7,△,东非—斯瓦希里文学传统,author_model,T6 当代全球文学 · 后殖民批判、城市经验与全球离散,区域扩展阅读,T6 当代全球文学,R7 非洲文学,M5 战后与当代美学范式,G3 小说,QH3 身份、身体与归属
十日谈.md,R4,★,意大利文学传统,existing,T1 中古多中心文学世界 · 基督教、宫廷与俗语文学形成,核心经典与传统确立,T1 中古多中心文学世界,R4 欧洲文学,M1 早期现代思想与美学,G3 小说,QH8 信仰、伦理与超越
十月国度.md,R5,△,北美文学综合—具体内部传统待读后校准,provisional_region,T5 二战后多极文学 · 战后反文化、族裔文学与媒介繁荣,区域扩展阅读,T5 二战后多极文学,R5 北美文学,M5 战后与当代美学范式,G3 小说,QT4 恐怖与哥特
十角馆事件.md,R2,△,东亚文学综合—具体内部传统待读后校准,provisional_region,T6 当代全球文学 · 都市经验、媒介转型与跨国传播,区域扩展阅读,T6 当代全球文学,R2 东亚文学,M5 战后与当代美学范式,G3 小说,QT1 推理与犯罪叙事
千禧年人.md,R4,△,欧洲文学综合—具体内部传统待读后校准,provisional_region,T6 当代全球文学 · 欧洲一体化、迁徙经验与当代重组,区域扩展阅读,T6 当代全球文学,R4 欧洲文学,M5 战后与当代美学范式,G3 小说,QT6 乌托邦、反乌托邦与社会想象
千里江山图.md,R2,△,东亚文学综合—具体内部传统待读后校准,provisional_region,T6 当代全球文学 · 都市经验、媒介转型与跨国传播,区域扩展阅读,T6 当代全球文学,R2 东亚文学,M5 战后与当代美学范式,G3 小说,QH6 战争、暴力与创伤
午夜之子.md,R3,★,南亚英语文学传统,existing,T6 当代全球文学 · 全球南亚、英语写作与地方传统重组,殖民回应与民族文学建构,T6 当代全球文学,R3 南亚文学,M5 战后与当代美学范式 | M5.1 战后思想与美学范式 | M5.2 权力、身份与世界批评,G3 小说,QT3 奇幻 | QH2.5 童年与成长 | QH2.3 家庭与家族 | QT7 历史叙事 | QH7 历史、记忆与时间
午夜凶铃.md,R2,△,东亚文学综合—具体内部传统待读后校准,provisional_region,T6 当代全球文学 · 都市经验、媒介转型与跨国传播,区域扩展阅读,T6 当代全球文学,R2 东亚文学,M5 战后与当代美学范式,G3 小说,QT4 恐怖与哥特
半七捕物帐.md,R2,△,东亚文学综合—具体内部传统待读后校准,provisional_region,T6 当代全球文学 · 都市经验、媒介转型与跨国传播,区域扩展阅读,T6 当代全球文学,R2 东亚文学,M5 战后与当代美学范式,G3 小说,QT8 英雄、边疆与法外者文化传统 | QT8.3 日本武士与剑豪
半生缘.md,R2,△,东亚文学综合—具体内部传统待读后校准,provisional_region,T5 二战后多极文学 · 战争革命、国家文学与社会重构,区域扩展阅读,T5 二战后多极文学,R2 东亚文学,M5 战后与当代美学范式,G3 小说,QH2.1 爱情与欲望
半落.md,R2,△,东亚文学综合—具体内部传统待读后校准,provisional_region,T6 当代全球文学 · 都市经验、媒介转型与跨国传播,区域扩展阅读,T6 当代全球文学,R2 东亚文学,M5 战后与当代美学范式,G3 小说,QT1 推理与犯罪叙事
半轮黄日.md,R7,★,西非英语文学传统,existing,T6 当代全球文学 · 后殖民批判、城市经验与全球离散,殖民回应与民族文学建构,T6 当代全球文学,R7 非洲文学,M5 战后与当代美学范式 | M5.2 权力、身份与世界批评,G3 小说,QH2.3 家庭与家族 | QT7 历史叙事 | QH6 战争、暴力与创伤 | QH7 历史、记忆与时间
华冈青洲之妻.md,R2,△,东亚文学综合—具体内部传统待读后校准,provisional_region,T5 二战后多极文学 · 战争革命、国家文学与社会重构,区域扩展阅读,T5 二战后多极文学,R2 东亚文学,M5 战后与当代美学范式,G3 小说,QH2.3 家庭与家族
华夏集.md,R5,△,北美文学综合—具体内部传统待读后校准,provisional_region,T4 全球现代主义时代 · 现代主义、哈莱姆复兴与类型扩张,区域扩展阅读,T4 全球现代主义时代,R5 北美文学,M3.1 现代主义 / Modernism,G1 诗歌,QH1 自我、存在与生命
华氏451.md,R5,△,北美文学综合—具体内部传统待读后校准,provisional_region,T5 二战后多极文学 · 战后反文化、族裔文学与媒介繁荣,区域扩展阅读,T5 二战后多极文学,R5 北美文学,M5 战后与当代美学范式,G3 小说,QT2 科幻 | QT6 乌托邦、反乌托邦与社会想象
华胥引.md,R2,△,东亚文学综合—具体内部传统待读后校准,provisional_region,T6 当代全球文学 · 都市经验、媒介转型与跨国传播,文类形成与区域典范,T6 当代全球文学,R2 东亚文学,M5 战后与当代美学范式,G3 小说,QT3 奇幻 | QH2.1 爱情与欲望
卖牛奶的台维.md,R4,△,欧洲文学综合—具体内部传统待读后校准,provisional_region,T4 全球现代主义时代 · 战争危机、现代主义与先锋实验,区域扩展阅读,T4 全球现代主义时代,R4 欧洲文学,M3 现代主义与先锋派,G3 小说,QH1 自我、存在与生命
卖牛奶的台维.md,R10,★,犹太离散—意第绪与跨语文学传统,existing,T4 全球现代主义时代 · 流亡、现代主义与国际文学网络,离散迁徙与跨区域连接,T4 全球现代主义时代,R4 欧洲文学,M3 现代主义与先锋派,G3 小说,QH1 自我、存在与生命
卖过去的人.md,R7,◆,葡语非洲文学传统,existing,T6 当代全球文学 · 后殖民批判、城市经验与全球离散,传统转型与区域扩展,T6 当代全球文学,R7 非洲文学,M5 战后与当代美学范式,G3 小说,QH7 历史、记忆与时间
南国山河.md,R8,◆,越南汉喃—国语文学传统,existing,T6 当代全球文学 · 城市化、跨语写作与东南亚离散,殖民回应与民族文学建构,T6 当代全球文学,R8 东南亚文学,M5 战后与当代美学范式,G3 小说,QH5 权力、制度与秩序
南太平洋故事.md,R5,△,北美文学综合—具体内部传统待读后校准,provisional_region,T5 二战后多极文学 · 战后反文化、族裔文学与媒介繁荣,区域扩展阅读,T5 二战后多极文学,R5 北美文学,M5 战后与当代美学范式,G3 小说,QH6 战争、暴力与创伤
南总里见八犬传.md,R2,△,东亚文学综合—具体内部传统待读后校准,provisional_region,T6 当代全球文学 · 都市经验、媒介转型与跨国传播,区域扩展阅读,T6 当代全球文学,R2 东亚文学,M5 战后与当代美学范式,G3 小说,QT8 英雄、边疆与法外者文化传统 | QT8.3 日本武士与剑豪
南方.md,R6,△,南锥体—拉普拉塔文学传统,author_model,T5 二战后多极文学 · 革命经验、文学爆炸与独裁回应,区域扩展阅读,T5 二战后多极文学,R6 拉丁美洲与加勒比,M3 现代主义与先锋派,G3 小说,QT8 英雄、边疆与法外者文化传统 | QT8.6 Gaucho | QT8.7 侠盗
南方与北方.md,R4,△,欧洲文学综合—具体内部传统待读后校准,provisional_region,T3 19世纪现代文学体系 · 浪漫主义、现实主义与民族文学体系,区域扩展阅读,T3 19世纪现代文学体系,R4 欧洲文学,M2 19世纪文学思潮,G3 小说,QH2.1 爱情与欲望
博尔哈·达科斯塔诗选.md,R8,★,东帝汶—小巽他文学传统,existing,T6 当代全球文学 · 城市化、跨语写作与东南亚离散,殖民回应与民族文学建构,T6 当代全球文学,R8 东南亚文学,M5 战后与当代美学范式,G1 诗歌,QH3 身份、身体与归属
占星术杀人魔法.md,R2,△,东亚文学综合—具体内部传统待读后校准,provisional_region,T6 当代全球文学 · 都市经验、媒介转型与跨国传播,区域扩展阅读,T6 当代全球文学,R2 东亚文学,M5 战后与当代美学范式,G3 小说,QT1 推理与犯罪叙事
占有.md,R4,△,欧洲文学综合—具体内部传统待读后校准,provisional_region,T6 当代全球文学 · 欧洲一体化、迁徙经验与当代重组,区域扩展阅读,T6 当代全球文学,R4 欧洲文学,M5 战后与当代美学范式,G3 小说,QT7 历史叙事
卡卡温罗摩衍那.md,R3,△,梵语—吠陀与古典文学传统,author_model,T1 中古多中心文学世界 · 宗教、宫廷与多语文学网络扩展,翻译与跨传统连接,T1 中古多中心文学世界,R3 南亚文学 | R8 东南亚文学,,G3 小说,QT9 神话、传说与民间叙事
卡卡温罗摩衍那.md,R8,△,马来—Jawi文学传统,author_model,T1 中古多中心文学世界 · 印度化、伊斯兰化与区域海洋网络,翻译与跨传统连接,T1 中古多中心文学世界,R3 南亚文学 | R8 东南亚文学,,G3 小说,QT9 神话、传说与民间叙事
卡尔帕经.md,R3,◆,巴利—普拉克里特与佛教耆那文学传统,existing,T6 当代全球文学 · 全球南亚、英语写作与地方传统重组,源头与经典奠基,T6 当代全球文学,R3 南亚文学,M5 战后与当代美学范式,G3 小说,QH5 权力、制度与秩序
卡彭塔利亚湾.md,R9,★,澳大利亚原住民—托雷斯海峡文学传统,existing,T5 二战后多极文学 · 去殖民化、原住民复兴与太平洋意识,文类形成与区域典范,T5 二战后多极文学,R9 大洋洲与太平洋,M5.2 权力、身份与世界批评,G3 小说,QH3 身份、身体与归属
卡拉瓦内.md,R4,△,欧洲文学综合—具体内部传统待读后校准,provisional_region,T4 全球现代主义时代 · 战争危机、现代主义与先锋实验,区域扩展阅读,T4 全球现代主义时代,R4 欧洲文学,M3.2 先锋派,G1 诗歌,QH1 自我、存在与生命
卡拉贾奥兰诗歌.md,R1,△,土耳其—奥斯曼文学传统,existing,T2 早期现代文学 · 手稿—印刷转换与多语传统延续,文类形成与区域典范,T2 早期现代文学,R1 西亚—地中海古老传统,M1 早期现代思想与美学,G1 诗歌,QH5 权力、制度与秩序
卡拉马佐夫兄弟.md,R4,△,俄罗斯文学传统,author_model,T3 19世纪现代文学体系 · 浪漫主义、现实主义与民族文学体系,区域扩展阅读,T3 19世纪现代文学体系,R4 欧洲文学,M2 19世纪文学思潮 | M2 19世纪文学思潮 / 现实主义,G3 小说,QH4 社会、阶级与劳动
卡比尔诗选.md,R3,★,北印度俗语—Bhakti与印地文学传统,existing,T6 当代全球文学 · 全球南亚、英语写作与地方传统重组,文类形成与区域典范,T6 当代全球文学,R3 南亚文学,M5 战后与当代美学范式,G1 诗歌,QH5 权力、制度与秩序
卡特里奥娜.md,R4,△,欧洲文学综合—具体内部传统待读后校准,provisional_region,T4 全球现代主义时代 · 战争危机、现代主义与先锋实验,区域扩展阅读,T4 全球现代主义时代,R4 欧洲文学,M2 19世纪文学思潮,G3 小说,QT5 冒险与探索叙事 | QT8 英雄、边疆与法外者文化传统 | QT8.4 欧洲剑客
卡瓦利与克雷的神奇冒险.md,R5,◆,犹太裔美国文学传统,existing,T6 当代全球文学 · 多元身份、数字媒介与全球传播,传统转型与区域扩展,T6 当代全球文学,R5 北美文学,M5 战后与当代美学范式,G3 小说,QH3 身份、身体与归属
卡瓦菲诗选.md,R4,★,现代希腊文学传统,existing,T6 当代全球文学 · 欧洲一体化、迁徙经验与当代重组,文类形成与区域典范,T6 当代全球文学,R4 欧洲文学,M5 战后与当代美学范式,G1 诗歌,QH5 权力、制度与秩序
卡皮斯特拉诺的诅咒.md,R4,△,欧洲文学综合—具体内部传统待读后校准,provisional_region,T4 全球现代主义时代 · 战争危机、现代主义与先锋实验,区域扩展阅读,T4 全球现代主义时代,R4 欧洲文学,M3 现代主义与先锋派,G3 小说,QT8 英雄、边疆与法外者文化传统 | QT8.4 欧洲剑客 | QT8.2 欧洲骑士
卡穆拉斯卡.md,R5,◆,法语加拿大—魁北克文学传统,existing,T6 当代全球文学 · 多元身份、数字媒介与全球传播,文类形成与区域典范,T6 当代全球文学,R5 北美文学,M5 战后与当代美学范式,G3 小说,QH7 历史、记忆与时间 | QH3 身份、身体与归属
卡米拉.md,R4,△,欧洲文学综合—具体内部传统待读后校准,provisional_region,T3 19世纪现代文学体系 · 浪漫主义、现实主义与民族文学体系,区域扩展阅读,T3 19世纪现代文学体系,R4 欧洲文学,M2 19世纪文学思潮,G3 小说,QT4 恐怖与哥特
卡罗琳娜·玛丽亚·德·热苏斯日记.md,R6,★,Afro-Latin—Afro-Caribbean文学传统,existing,T6 当代全球文学 · 后独裁记忆、迁徙与跨国文学重组,核心经典与传统确立,T6 当代全球文学,R6 拉丁美洲与加勒比,M5 战后与当代美学范式,G5 生命书写,QH3 身份、身体与归属
卡迪什.md,R5,△,北美文学综合—具体内部传统待读后校准,provisional_region,T5 二战后多极文学 · 战后反文化、族裔文学与媒介繁荣,区域扩展阅读,T5 二战后多极文学,R5 北美文学,M4 集体文学运动与文化政治,G1 诗歌,QH6 战争、暴力与创伤 | QH2.3 家庭与家族
卡里来和笛木乃.md,R1,△,阿拉伯文学传统,existing,T1 中古多中心文学世界 · 宗教经典、帝国网络与翻译传承,区域扩展阅读,T1 中古多中心文学世界,R1 西亚—地中海古老传统,,G4 散文与随笔,QT9 神话、传说与民间叙事
卡门.md,R4,△,欧洲文学综合—具体内部传统待读后校准,provisional_region,T3 19世纪现代文学体系 · 浪漫主义、现实主义与民族文学体系,区域扩展阅读,T3 19世纪现代文学体系,R4 欧洲文学,M2 19世纪文学思潮,G3 小说,QT8 英雄、边疆与法外者文化传统 | QT8.7 侠盗
卡马亚尼.md,R3,◆,北印度俗语—Bhakti与印地文学传统,existing,T4 全球现代主义时代 · 反殖民、现代主义与多语文学革新,文类形成与区域典范,T4 全球现代主义时代,R3 南亚文学,M3 现代主义与先锋派,G3 小说,QH1 自我、存在与生命
卢安达的真正生活.md,R7,★,葡语非洲文学传统,existing,T6 当代全球文学 · 后殖民批判、城市经验与全球离散,殖民回应与民族文学建构,T6 当代全球文学,R7 非洲文学,M5 战后与当代美学范式,G3 小说,QH3 身份、身体与归属
卢济塔尼亚人之歌.md,R4,★,伊比利亚文学传统,existing,T2 早期现代文学 · 文艺复兴、宗教改革与印刷公共领域,殖民回应与民族文学建构,T2 早期现代文学,R4 欧洲文学,M1 早期现代思想与美学,G1 诗歌,QH8 信仰、伦理与超越
