file,id,title,title_original,author,author_original,year,axis_t_raw,valid_t,invalid_t,status,suggested_t,special_hint,reason,verification_status,bibliography_status,canon_id
人格转移杀人.md,WL-WORK-0193,人格转移杀人,,西泽保彦,,,T6 当代全球文学,T6,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,,
人民公仆.md,WL-WORK-1574,人民公仆,,钦努阿·阿契贝,Achebe,,T5 二战后多极文学,T5,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,
人民的玫瑰.md,WL-WORK-1575,人民的玫瑰,,卡洛斯·德鲁蒙德·德·安德拉德,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
人猿泰山.md,WL-WORK-0578,人猿泰山,,埃德加·赖斯·巴勒斯,Edgar Rice Burroughs,,T4 全球现代主义时代,T4,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,
人生拼图版.md,WL-WORK-1576,人生拼图版,,乔治·佩雷克,Georges Perec,,T5 二战后多极文学,T5,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,
人生海海.md,WL-WORK-2716,人生海海,,麦家,,,T6 当代全球文学,T6,,HAS_T,,,已有有效 T0–T6 坐标,个人补录,metadata_pending,
人类之子.md,WL-WORK-0977,人类之子,,P.D.詹姆斯,P.D. James,,T6 当代全球文学,T6,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,
人类材料.md,WL-WORK-1577,人类材料,,罗德里戈·雷伊·罗萨,Rodrigo Rey Rosa,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
人类的群星闪耀时.md,WL-WORK-2715,人类的群星闪耀时,,斯蒂芬·茨威格,,,T4 全球现代主义时代,T4,,HAS_T,,,已有有效 T0–T6 坐标,个人补录,metadata_pending,
人类的诗.md,WL-WORK-1578,人类的诗,,塞萨尔·巴列霍,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
人间失格.md,WL-WORK-0978,人间失格,,太宰治,,,T5 二战后多极文学,T5,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,CANON-055
人间椅子.md,WL-WORK-0579,人间椅子,,江户川乱步,,,T4 全球现代主义时代,T4,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,
人间王国.md,WL-WORK-0979,人间王国,,阿莱霍·卡彭铁尔,Alejo Carpentier,,T5 二战后多极文学,T5,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,CANON-277
人间豹.md,WL-WORK-0580,人间豹,,江户川乱步,,,T4 全球现代主义时代,T4,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,
人面桃花.md,WL-WORK-0980,人面桃花,,格非,,,T6 当代全球文学,T6,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,
人骨拼图.md,WL-WORK-0123,人骨拼图,The Bone Collector,杰弗里·迪弗,Jeffery Deaver,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,,
人鼠之间.md,WL-WORK-2717,人鼠之间,,约翰·斯坦贝克,,,T4 全球现代主义时代,T4,,HAS_T,,,已有有效 T0–T6 坐标,个人补录,metadata_pending,
仁慈之人.md,WL-WORK-0235,仁慈之人,,弗雷德·瓦尔加斯,Fred Vargas,,T6 当代全球文学,T6,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,,
今天也没变成玩偶呢.md,WL-WORK-2750,今天也没变成玩偶呢,,花花了,,,T6 当代全球文学,T6,,HAS_T,,,已有有效 T0–T6 坐标,个人补录,metadata_pending,
今昔物语集.md,WL-WORK-1398,今昔物语集,,佚名,,,T1 中古多中心文学世界,T1,,HAS_T,,anonymous_or_oral,已有有效 T0–T6 坐标,自动通过,metadata_pending,
从地球到月球.md,WL-WORK-0268,从地球到月球,,儒勒·凡尔纳,,,T3 19世纪现代文学体系,T3,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,,
从莫斯科到佩图什基.md,WL-WORK-1579,从莫斯科到佩图什基,,维涅季克特·叶罗费耶夫,Venedikt Yerofeyev,,T5 二战后多极文学,T5,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,
从这里到永恒.md,WL-WORK-2009,从这里到永恒,,詹姆斯·琼斯,James Jones,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
仓库.md,WL-WORK-0981,仓库,,罗布·哈特,Rob Hart,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
他人的脸.md,WL-WORK-1580,他人的脸,,安部公房,Abe Kōbō,,T5 二战后多极文学,T5,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,
他们宁可正确.md,WL-WORK-2896,他们宁可正确,They’d Rather Be Right,马克·克利夫顿 / 弗兰克·莱利,Mark Clifton; Frank Riley,,T5 二战后多极文学,T5,,HAS_T,,,已有有效 T0–T6 坐标,需复核,metadata_pending,
他们眼望上苍.md,WL-WORK-1581,他们眼望上苍,Their Eyes Were Watching God,佐拉·尼尔·赫斯顿,Zora Neale Hurston,,T4 全球现代主义时代,T4,,HAS_T,,,已有有效 T0–T6 坐标,手工核验,metadata_pending,
他的家庭.md,WL-WORK-2958,他的家庭,His Family,欧内斯特·普尔,Ernest Poole,,T4 全球现代主义时代,T4,,HAS_T,,,已有有效 T0–T6 坐标,需复核,metadata_pending,
以诺一书.md,WL-WORK-1399,以诺一书,,佚名,,,T0 文学源头与古代文学,T0,,HAS_T,,anonymous_or_oral,已有有效 T0–T6 坐标,自动通过,metadata_pending,
仪仗队.md,WL-WORK-2982,仪仗队,Guard of Honor,詹姆斯·古尔德·科曾斯,James Gould Cozzens,,T5 二战后多极文学,T5,,HAS_T,,,已有有效 T0–T6 坐标,需复核,metadata_pending,
仲夏夜之梦.md,WL-WORK-2010,仲夏夜之梦,,莎士比亚,Shakespeare,,T2 早期现代文学,T2,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,
仿生人会梦见电子羊吗？.md,WL-WORK-0329,仿生人会梦见电子羊吗？,,菲利普·K.迪克,Philip K. Dick,,T5 二战后多极文学,T5,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,,
企鹅岛.md,WL-WORK-0982,企鹅岛,,法朗士,Anatole France,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
伊万.md,WL-WORK-1400,伊万,,克雷蒂安·德·特鲁瓦,,,T1 中古多中心文学世界,T1,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,
伊凡·伊里奇之死.md,WL-WORK-2843,伊凡·伊里奇之死,The Death of Ivan Ilyich,列夫·托尔斯泰,Leo Tolstoy,,T3 19世纪现代文学体系,T3,,HAS_T,,,已有有效 T0–T6 坐标,需复核,metadata_pending,CANON-124
伊凡·杰尼索维奇的一天.md,WL-WORK-1582,伊凡·杰尼索维奇的一天,,索尔仁尼琴,Aleksandr Solzhenitsyn,,T5 二战后多极文学,T5,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,
伊利亚特.md,WL-WORK-0581,伊利亚特,,荷马,,,T0 文学源头与古代文学,T0,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,CANON-002
伊势物语.md,WL-WORK-2011,伊势物语,,佚名,,,,,,MISSING_T_REVIEW_NO_YEAR,,anonymous_or_oral,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
伊南娜下降冥界.md,WL-WORK-1401,伊南娜下降冥界,,佚名,,,T0 文学源头与古代文学,T0,,HAS_T,,anonymous_or_oral,已有有效 T0–T6 坐标,自动通过,metadata_pending,
伊南娜与杜穆兹.md,WL-WORK-1402,伊南娜与杜穆兹,,佚名,,,T0 文学源头与古代文学,T0,,HAS_T,,anonymous_or_oral,已有有效 T0–T6 坐标,自动通过,metadata_pending,
伊戈尔远征记.md,WL-WORK-2012,伊戈尔远征记,,佚名,,,,,,MISSING_T_REVIEW_NO_YEAR,,anonymous_or_oral,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
伊拉塞玛.md,WL-WORK-1583,伊拉塞玛,,若泽·德·阿伦卡尔,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
伊本·白图泰游记.md,WL-WORK-T1-RIHLA,伊本·白图泰游记,Rihla,伊本·白图泰,Ibn Battuta,,T1 中古多中心文学世界,T1,,HAS_T,,,已有有效 T0–T6 坐标,人工核验,metadata_pending,
伊甸之东.md,WL-WORK-0983,伊甸之东,,约翰·斯坦贝克,John Steinbeck,,T5 二战后多极文学,T5,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,
伊芙琳·哈德卡斯尔的七次死亡.md,WL-WORK-0144,伊芙琳·哈德卡斯尔的七次死亡,,斯图尔特·特顿,Stuart Turton,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,,
伊芙琳娜.md,WL-WORK-2013,伊芙琳娜,,范妮·伯尼,Fanny Burney,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
伊豆的舞女.md,WL-WORK-2014,伊豆的舞女,,川端康成,,,T4 全球现代主义时代,T4,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,
休·赛尔温·毛伯利.md,WL-WORK-1584,休·赛尔温·毛伯利,,埃兹拉·庞德,Ezra Pound,,T4 全球现代主义时代,T4,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,
休战.md,WL-WORK-2015,休战,,普里莫·莱维,Primo Levi,,T5 二战后多极文学,T5,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,
众王荣耀.md,WL-WORK-1403,众王荣耀,,乔治·R.R.马丁,George R.R. Martin,,T6 当代全球文学,T6,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,
众生之路.md,WL-WORK-0984,众生之路,,塞缪尔·巴特勒,Samuel Butler,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
优素福与祖莱哈.md,WL-WORK-2016,优素福与祖莱哈,,贾米,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
伙计.md,WL-WORK-1585,伙计,,伯纳德·马拉默德,Bernard Malamud,,T5 二战后多极文学,T5,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,
会饮篇.md,WL-WORK-2017,会饮篇,,柏拉图,,,T0 文学源头与古代文学,T0,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,
传奇与拿铁.md,WL-WORK-0582,传奇与拿铁,Legends & Lattes,特拉维斯·鲍德里,Travis Baldree,,T6 当代全球文学,T6,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,
伤痕.md,WL-WORK-0583,伤痕,,查纳·米耶维,China Miéville,,T6 当代全球文学,T6,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,
伦敦河.md,WL-WORK-0584,伦敦河,,本·亚伦诺维奇,Ben Aaronovitch,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
伪君子.md,WL-WORK-2830,伪君子,Tartuffe,莫里哀,Molière,1664,T2 早期现代文学,T2,,HAS_T,,,已有有效 T0–T6 坐标,手工核验,curated,CANON-076
伪币制造者.md,WL-WORK-1586,伪币制造者,,安德烈·纪德,André Gide,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
伪装.md,WL-WORK-2948,伪装,Camouflage,乔·霍尔德曼,Joe Haldeman,,T6 当代全球文学,T6,,HAS_T,,,已有有效 T0–T6 坐标,需复核,metadata_pending,
但以理书.md,WL-WORK-1404,但以理书,,佚名,,,T0 文学源头与古代文学,T0,,HAS_T,,anonymous_or_oral,已有有效 T0–T6 坐标,自动通过,metadata_pending,
低地.md,WL-WORK-0985,低地,,裘帕·拉希莉,Jhumpa Lahiri,,T6 当代全球文学,T6,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,
体育馆之谜.md,WL-WORK-0203,体育馆之谜,,青崎有吾,,,T6 当代全球文学,T6,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,,
何以笙箫默.md,WL-WORK-2018,何以笙箫默,,顾漫,,,T6 当代全球文学,T6,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,
佛国记.md,WL-WORK-1405,佛国记,,法显,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
佛罗伦萨手抄本.md,WL-WORK-1406,佛罗伦萨手抄本,,萨阿贡,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
你一生的故事.md,WL-WORK-0421,你一生的故事,,姜峯楠,Ted Chiang,,T6 当代全球文学,T6,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,,
你在高原.md,WL-WORK-2878,你在高原,,张炜,,,T6 当代全球文学,T6,,HAS_T,,,已有有效 T0–T6 坐标,需复核,metadata_pending,
你往何处去.md,WL-WORK-0986,你往何处去,,显克维奇,Henryk Sienkiewicz,,T4 全球现代主义时代,T4,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,
佩伽纳诸神.md,WL-WORK-0585,佩伽纳诸神,,邓萨尼勋爵,Lord Dunsany,,T4 全球现代主义时代,T4,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,
佩尔西瓦尔.md,WL-WORK-1407,佩尔西瓦尔,,克雷蒂安·德·特鲁瓦,,,T1 中古多中心文学世界,T1,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,
佩德罗·巴拉莫.md,WL-WORK-0987,佩德罗·巴拉莫,,胡安·鲁尔福,Rulfo,,T5 二战后多极文学,T5,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,CANON-180
使命.md,WL-WORK-1587,使命,,费尔南多·佩索阿,Fernando Pessoa,,T4 全球现代主义时代,T4,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,
使女的故事.md,WL-WORK-0363,使女的故事,,玛格丽特·阿特伍德,Margaret Atwood,,T6 当代全球文学,T6,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,,CANON-286
侏罗纪公园.md,WL-WORK-0586,侏罗纪公园,,迈克尔·克莱顿,Michael Crichton,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
侠客行.md,WL-WORK-2449,侠客行,,金庸,,,T5 二战后多极文学,T5,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,
侠盗亚森·罗平.md,WL-WORK-0021,侠盗亚森·罗平,,莫里斯·勒布朗,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,,
俄狄浦斯王.md,WL-WORK-1408,俄狄浦斯王,,索福克勒斯,,,T0 文学源头与古代文学,T0,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,CANON-005
俄瑞斯忒亚.md,WL-WORK-2809,俄瑞斯忒亚,The Oresteia,埃斯库罗斯,Aeschylus,,T0 文学源头与古代文学,T0,,HAS_T,,,已有有效 T0–T6 坐标,需复核,metadata_pending,CANON-004
俄罗斯民间故事.md,WL-WORK-1409,俄罗斯民间故事,,阿法纳西耶夫,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
俗世奇人.md,WL-WORK-2720,俗世奇人,,冯骥才,,,T6 当代全球文学,T6,,HAS_T,,,已有有效 T0–T6 坐标,个人补录,metadata_pending,
俗世的吟唱.md,WL-WORK-1588,俗世的吟唱,,鲁文·达里奥,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
俗丽之夜.md,WL-WORK-0049,俗丽之夜,,多萝西·L·塞耶斯,,,T4 全球现代主义时代,T4,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,,
俘虏记.md,WL-WORK-1589,俘虏记,,大冈升平,,,T5 二战后多极文学,T5,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,
保元物语.md,WL-WORK-0988,保元物语,,佚名,,,,,,MISSING_T_REVIEW_NO_YEAR,,anonymous_or_oral,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
保卫延安.md,WL-WORK-2019,保卫延安,,杜鹏程,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
保罗·策兰诗选.md,WL-WORK-3154,保罗·策兰诗选,Selected Poems,保罗·策兰,Paul Celan,,T5 二战后多极文学,T5,,HAS_T,,title_aggregate_or_tradition,已有有效 T0–T6 坐标,需复核,metadata_pending,CANON-197
信号员.md,WL-WORK-0587,信号员,,查尔斯·狄更斯,Charles Dickens,,T3 19世纪现代文学体系,T3,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,
修桶人.md,WL-WORK-2993,修桶人,The Fixer,伯纳德·马拉默德,Bernard Malamud,,T5 二战后多极文学,T5,,HAS_T,,,已有有效 T0–T6 坐标,需复核,metadata_pending,
修道士.md,WL-WORK-0588,修道士,,马修·刘易斯,Matthew Lewis,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
倚天屠龙记.md,WL-WORK-2450,倚天屠龙记,,金庸,,,T5 二战后多极文学,T5,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,
倪焕之.md,WL-WORK-0989,倪焕之,,叶圣陶,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
倾城之恋.md,WL-WORK-1590,倾城之恋,,张爱玲,,,T4 全球现代主义时代,T4,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,
假名手本忠臣藏.md,WL-WORK-2451,假名手本忠臣藏,Kanadehon Chūshingura,四十七浪人,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
假面的告白.md,WL-WORK-0990,假面的告白,,三岛由纪夫,,,T5 二战后多极文学,T5,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,
偌大.md,WL-WORK-2963,偌大,So Big,埃德娜·费伯,Edna Ferber,,T4 全球现代主义时代,T4,,HAS_T,,,已有有效 T0–T6 坐标,需复核,metadata_pending,
偷书贼.md,WL-WORK-0991,偷书贼,,马库斯·苏萨克,Markus Zusak,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
偷拳.md,WL-WORK-2452,偷拳,,白羽,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
傲慢与偏见.md,WL-WORK-0992,傲慢与偏见,,简·奥斯汀,,,T3 19世纪现代文学体系,T3,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,CANON-088
傻子出国记.md,WL-WORK-1410,傻子出国记,,马克·吐温,Mark Twain,,T3 19世纪现代文学体系,T3,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,
像少年啦飞驰.md,WL-WORK-2730,像少年啦飞驰,,韩寒,,,T6 当代全球文学,T6,,HAS_T,,,已有有效 T0–T6 坐标,个人补录,metadata_pending,
儒林外史.md,WL-WORK-2815,儒林外史,儒林外史,吴敬梓,Wu Jingzi,,T2 早期现代文学,T2,,HAS_T,,,已有有效 T0–T6 坐标,手工核验,curated,CANON-036
儿女英雄传.md,WL-WORK-2453,儿女英雄传,,文康,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
儿子与情人.md,WL-WORK-0993,儿子与情人,,D.H.劳伦斯,D.H. Lawrence,,T4 全球现代主义时代,T4,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,CANON-140
儿子们.md,WL-WORK-0994,儿子们,,赛珍珠,Pearl S. Buck,,T4 全球现代主义时代,T4,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,
儿子的大玩偶.md,WL-WORK-1591,儿子的大玩偶,,黄春明,,,T5 二战后多极文学,T5,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,
元年春之祭.md,WL-WORK-0249,元年春之祭,,陆秋槎,,,T6 当代全球文学,T6,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,,
元素周期表.md,WL-WORK-2739,元素周期表,,普里莫·莱维,,,T5 二战后多极文学,T5,,HAS_T,,,已有有效 T0–T6 坐标,个人补录,metadata_pending,
兄弟.md,WL-WORK-2772,兄弟,,余华,,2005,T6 当代全球文学,T6,,HAS_T,,,已有有效 T0–T6 坐标,个人补录,metadata_pending,
先知.md,WL-WORK-3193,先知,The Prophet,纪伯伦,Kahlil Gibran,,T4 全球现代主义时代,T4,,HAS_T,,,已有有效 T0–T6 坐标,需复核,metadata_pending,CANON-252
